query_id,text,hours,start_lat,start_lon,start_raw,interests_set
Q0229,Мы у Ивановской башни Кремля. 1.5 часа. Как отсюда красивее всего дойти до Рождественской улицы?,1.5,,,Мы у Ивановской башни Кремля. 1.5 часа. Как отсюда красивее всего дойти до Рождественской улицы?,[]
Q0230,"Старт от ул. Костина, 3. 2 часа. Ищу образцы сталинского ампира в этом районе.",2.0,56.3270017,43.9834169,"Старт от ул. Костина, 3. 2 часа. Ищу образцы сталинского ампира в этом районе.",[]
Q0231,"Я у бизнес-центра 'Лобачевский Plaza', ул. Алексеевская, 10/16. 1 час. Нужна быстрая, но впечатляющая прогулка.",1.0,,,"Я у бизнес-центра 'Лобачевский Plaza', ул. Алексеевская, 10/16. 1 час. Нужна быстрая, но впечатляющая прогулка.","[""park""]"
Q0232,Нахожусь у дома 1 по улице Минина. 3 часа. Хочу обойти Кремль снаружи и посмотреть на все башни.,3.0,,,Нахожусь у дома 1 по улице Минина. 3 часа. Хочу обойти Кремль снаружи и посмотреть на все башни.,[]
Q0233,"Старт от ул. Пискунова, 8. 2 часа. Интересует история дворянских усадеб.",2.0,56.3270017,43.9834169,"Старт от ул. Пискунова, 8. 2 часа. Интересует история дворянских усадеб.","[""architecture""]"
Q0234,"Я у кафе 'Библиотека' на Б. Покровской, 46. 1.5 часа. Посоветуй тихий маршрут для чтения на ходу.",1.5,56.2151484,43.784585,"Я у кафе 'Библиотека' на Б. Покровской, 46. 1.5 часа. Посоветуй тихий маршрут для чтения на ходу.","[""coffee""]"
Q0235,Мы у ТЦ 'Небо' на пл. Лядова. 3 часа. Стоит ли идти пешком в центр? Покажи маршрут.,3.0,56.3240676,44.0005071,Мы у ТЦ 'Небо' на пл. Лядова. 3 часа. Стоит ли идти пешком в центр? Покажи маршрут.,[]
Q0236,"Старт от ул. Короленко, 32. 2 часа. Хочу увидеть все восстановленные дома в этом квартале.",2.0,56.3270017,43.9834169,"Старт от ул. Короленко, 32. 2 часа. Хочу увидеть все восстановленные дома в этом квартале.",[]
Q0237,"Я у 'Волжского пароходства' на пл. Маркина, 15А. 2 часа. Маршрут на тему речного флота.",2.0,56.3240676,44.0005071,"Я у 'Волжского пароходства' на пл. Маркина, 15А. 2 часа. Маршрут на тему речного флота.",[]
Q0238,"Нахожусь на Почаинской, 27. 1.5 часа. Ищу скрытые смотровые площадки с видом на овраг.",1.5,,,"Нахожусь на Почаинской, 27. 1.5 часа. Ищу скрытые смотровые площадки с видом на овраг.",[]
Q0239,"Старт от ул. Грузинская, 42. 1 час. Где ближайший красивый сквер?",1.0,56.3270017,43.9834169,"Старт от ул. Грузинская, 42. 1 час. Где ближайший красивый сквер?","[""park""]"
Q0240,"Я у Дома Архитектора на Верхне-Волжской наб., 2. 3 часа. Маршрут-экскурсия для архитектора.",3.0,56.327617,44.024055,"Я у Дома Архитектора на Верхне-Волжской наб., 2. 3 часа. Маршрут-экскурсия для архитектора.",[]
Q0241,"Мы у 'Юпитера' на пл. Ленина, 1. 2 часа. Что посмотреть в окрестностях Ярмарки?",2.0,56.3240676,44.0005071,"Мы у 'Юпитера' на пл. Ленина, 1. 2 часа. Что посмотреть в окрестностях Ярмарки?","[""history""]"
Q0242,"Старт от ул. Большая Покровская, 8. 2.5 часа. Ищу все скульптуры на Покровке и в переулках.",2.5,56.3270017,43.9834169,"Старт от ул. Большая Покровская, 8. 2.5 часа. Ищу все скульптуры на Покровке и в переулках.",[]
Q0243,"Я у школы №19 на ул. Ульянова, 12. 1 час. Куда можно сходить с ребенком после уроков?",1.0,56.3270017,43.9834169,"Я у школы №19 на ул. Ульянова, 12. 1 час. Куда можно сходить с ребенком после уроков?",[]
Q0244,"Нахожусь у Нижегородской соборной мечети на Казанской набережной, 6. 2 часа. Маршрут по татарской слободе.",2.0,,,"Нахожусь у Нижегородской соборной мечети на Казанской набережной, 6. 2 часа. Маршрут по татарской слободе.","[""park"", ""view""]"
Q0245,"Старт от ул. Ильинская, 94. 1.5 часа. Хочу увидеть старые промышленные здания.",1.5,56.3270017,43.9834169,"Старт от ул. Ильинская, 94. 1.5 часа. Хочу увидеть старые промышленные здания.",[]
Q0246,"Я у крематория на ул. Зайцева, 27. 1 час. Есть ли рядом что-то, что поднимет настроение? Парк, набережная?",1.0,56.3270017,43.9834169,"Я у крематория на ул. Зайцева, 27. 1 час. Есть ли рядом что-то, что поднимет настроение? Парк, набережная?","[""park"", ""view""]"
Q0247,"Мы у 'Franky bar' на Звездинке, 10. 2 часа. Нужен маршрут по барам и ночным заведениям.",2.0,56.3163374,43.9948953,"Мы у 'Franky bar' на Звездинке, 10. 2 часа. Нужен маршрут по барам и ночным заведениям.",[]
Q0248,"Старт от ул. Студеная, 49/6. 2 часа. Хочу дойти до парка Пушкина самыми тихими улочками.",2.0,56.3270017,43.9834169,"Старт от ул. Студеная, 49/6. 2 часа. Хочу дойти до парка Пушкина самыми тихими улочками.","[""park""]"
Q0249,"Я у 'Сбербанка' на Октябрьской, 33. 1 час. Быстрая прогулка по деловому центру.",1.0,56.3074661,43.9347425,"Я у 'Сбербанка' на Октябрьской, 33. 1 час. Быстрая прогулка по деловому центру.","[""park""]"
Q0250,"Маршрут на 3 часа от 'Гостиницы Николь' на ул. Суворова, 2. Хочу понять историю этого района Канавино.",3.0,,,"Маршрут на 3 часа от 'Гостиницы Николь' на ул. Суворова, 2. Хочу понять историю этого района Канавино.",[]
Q0251,"Старт от Октябрьской площади, 1. 2 часа. Покажи мне монументальную советскую застройку.",2.0,,,"Старт от Октябрьской площади, 1. 2 часа. Покажи мне монументальную советскую застройку.",[]
Q0252,"Я у дома 65 по ул. Ильинской. Говорят, тут рядом жил Кулибин. Покажи его дом и окрестности. 1.5 часа.",1.5,,,"Я у дома 65 по ул. Ильинской. Говорят, тут рядом жил Кулибин. Покажи его дом и окрестности. 1.5 часа.",[]
Q0253,"Нахожусь у 'Бургер Кинга' на Б. Покровской, 2. 2 часа. Надоел фастфуд, хочу найти аутентичное кафе с местной кухней.",2.0,56.2151484,43.784585,"Нахожусь у 'Бургер Кинга' на Б. Покровской, 2. 2 часа. Надоел фастфуд, хочу найти аутентичное кафе с местной кухней.","[""coffee""]"
Q0254,Старт от пересечения улиц Звездинка и Алексеевская. 1 час. Ищу книжные магазины и букинистов.,1.0,56.3163374,43.9948953,Старт от пересечения улиц Звездинка и Алексеевская. 1 час. Ищу книжные магазины и букинистов.,[]
Q0255,Я у памятника 'Веселая коза' на пл. Театральной. 1.5 часа. Маршрут по самым забавным и необычным памятникам.,1.5,56.3240676,44.0005071,Я у памятника 'Веселая коза' на пл. Театральной. 1.5 часа. Маршрут по самым забавным и необычным памятникам.,[]
Q0256,"Мы у Музея истории ГАЗа на пр. Ленина, 95. 3 часа. Покажи мне соцгород Автозавода.",3.0,56.2536426,43.8175953,"Мы у Музея истории ГАЗа на пр. Ленина, 95. 3 часа. Покажи мне соцгород Автозавода.","[""museum""]"
Q0257,"Старт от ул. Большая Печерская, 32 (Лингвистический университет). 2 часа. Маршрут с 'международным' акцентом.",2.0,56.3270017,43.9834169,"Старт от ул. Большая Печерская, 32 (Лингвистический университет). 2 часа. Маршрут с 'международным' акцентом.",[]
Q0258,"Я у 'Спорт-отеля' на ул. Бетанкура, 1А. 2 часа. Хочу дойти пешком до Ярмарки.",2.0,56.3270017,43.9834169,"Я у 'Спорт-отеля' на ул. Бетанкура, 1А. 2 часа. Хочу дойти пешком до Ярмарки.","[""history""]"
Q0259,Нахожусь у дома 13 по ул. Рождественской. 2.5 часа. Расскажи про историю этого дома и построй маршрут по купеческой архитектуре.,2.5,,,Нахожусь у дома 13 по ул. Рождественской. 2.5 часа. Расскажи про историю этого дома и построй маршрут по купеческой архитектуре.,[]
Q0260,"Старт от Чернопрудского переулка, 2. 1 час. Хочу посидеть у пруда и выпить кофе.",1.0,,,"Старт от Чернопрудского переулка, 2. 1 час. Хочу посидеть у пруда и выпить кофе.","[""coffee""]"
Q0261,"Я у ДК 'ГАЗ' на ул. Героя Смирнова, 12. 2 часа. Что интересного в этом 'центре' Автозавода?",2.0,56.3270017,43.9834169,"Я у ДК 'ГАЗ' на ул. Героя Смирнова, 12. 2 часа. Что интересного в этом 'центре' Автозавода?",[]
Q0262,"Мы у 'Ленты' на Родионова, 200. 3 часа. Стоит ли отсюда идти пешком в сторону центра? Если да, то как?",3.0,56.3008051,44.0824806,"Мы у 'Ленты' на Родионова, 200. 3 часа. Стоит ли отсюда идти пешком в сторону центра? Если да, то как?",[]
Q0263,"Старт от ул. Варварская, 4. 2 часа. Ищу здания в стиле 'модерн'.",2.0,56.3270017,43.9834169,"Старт от ул. Варварская, 4. 2 часа. Ищу здания в стиле 'модерн'.","[""architecture""]"
Q0264,"Я у 'Ростикса' на пл. Горького. 1 час. Покажи мне что-нибудь историческое, но очень близко.",1.0,56.3240676,44.0005071,"Я у 'Ростикса' на пл. Горького. 1 час. Покажи мне что-нибудь историческое, но очень близко.",[]
Q0265,"Нахожусь у Похвалинского съезда, 8. 2 часа. Хочу подняться наверх к Федоровского и погулять там.",2.0,56.3275208,43.9913023,"Нахожусь у Похвалинского съезда, 8. 2 часа. Хочу подняться наверх к Федоровского и погулять там.",[]
Q0266,"Старт от ул. Алексеевская, 13. 2.5 часа. Маршрут по всем главным площадям центра: Минина, Горького, Театральная.",2.5,56.3270017,43.9834169,"Старт от ул. Алексеевская, 13. 2.5 часа. Маршрут по всем главным площадям центра: Минина, Горького, Театральная.",[]
Q0267,"Я у дома 44Б по ул. Большой Покровской. 1.5 часа. Ищу тихие дворы и переулки, чтобы уйти от шума.",1.5,56.3122457,43.9894971,"Я у дома 44Б по ул. Большой Покровской. 1.5 часа. Ищу тихие дворы и переулки, чтобы уйти от шума.",[]
Q0268,"Мы у детской поликлиники на ул. Грузинская, 10. 1 час. Нужна короткая прогулка, чтобы успокоить ребенка.",1.0,56.3270017,43.9834169,"Мы у детской поликлиники на ул. Грузинская, 10. 1 час. Нужна короткая прогулка, чтобы успокоить ребенка.","[""park""]"
Q0269,"Старт от ул. Ковалихинская, 97. 2 часа. Где тут поблизости можно посмотреть на старые деревянные дома?",2.0,56.3270017,43.9834169,"Старт от ул. Ковалихинская, 97. 2 часа. Где тут поблизости можно посмотреть на старые деревянные дома?",[]
Q0270,"Я у 'Вкусно и точка' на пл. Революции, 9. 3 часа до поезда. Что успею посмотреть и вернуться?",3.0,56.3240676,44.0005071,"Я у 'Вкусно и точка' на пл. Революции, 9. 3 часа до поезда. Что успею посмотреть и вернуться?",[]
Q0271,Нахожусь у Макарьевской ярмарки. 2 часа. Покажи мне старые корпуса и расскажи их историю.,2.0,,,Нахожусь у Макарьевской ярмарки. 2 часа. Покажи мне старые корпуса и расскажи их историю.,"[""history""]"
Q0272,"Старт от ул. Пискунова, 21. 1.5 часа. Хочу найти все смотровые площадки в этом районе.",1.5,56.3270017,43.9834169,"Старт от ул. Пискунова, 21. 1.5 часа. Хочу найти все смотровые площадки в этом районе.",[]
Q0273,"Я у 'Парк-Инн' на пр. Гагарина, 38к1. 2 часа. Куда сходить пешком, чтобы увидеть что-то кроме жилых домов?",2.0,56.2536426,43.8175953,"Я у 'Парк-Инн' на пр. Гагарина, 38к1. 2 часа. Куда сходить пешком, чтобы увидеть что-то кроме жилых домов?",[]
Q0274,"Мы у кафе 'Дель-Папа' на Октябрьской, 6. 2 часа. Посоветуй красивую прогулку после ужина.",2.0,56.3157835,43.9330135,"Мы у кафе 'Дель-Папа' на Октябрьской, 6. 2 часа. Посоветуй красивую прогулку после ужина.","[""coffee"", ""park""]"
Q0275,"Старт от ул. Белинского, 15. 3 часа. Хочу дойти пешком до Кремля по самым зеленым улицам.",3.0,56.3270017,43.9834169,"Старт от ул. Белинского, 15. 3 часа. Хочу дойти пешком до Кремля по самым зеленым улицам.",[]
Q0276,Я у дома 1 по набережной Федоровского. 1 час. Куда открывается лучший вид отсюда?,1.0,56.3275208,43.9913023,Я у дома 1 по набережной Федоровского. 1 час. Куда открывается лучший вид отсюда?,"[""park"", ""view""]"
Q0277,Нахожусь у Строгановской церкви на Рождественской. 2 часа. Интересует история 'строгановского барокко'.,2.0,,,Нахожусь у Строгановской церкви на Рождественской. 2 часа. Интересует история 'строгановского барокко'.,[]
Q0278,"Старт от ул. Максима Горького, 144 (Главпочтамт). 1.5 часа. Маршрут по истории почты и связи.",1.5,56.3270017,43.9834169,"Старт от ул. Максима Горького, 144 (Главпочтамт). 1.5 часа. Маршрут по истории почты и связи.",[]
Q0279,"Я у 'Олимпа' на ул. Белинского, 61. 2 часа. Нужен спортивный маршрут для пробежки.",2.0,56.3270017,43.9834169,"Я у 'Олимпа' на ул. Белинского, 61. 2 часа. Нужен спортивный маршрут для пробежки.",[]
Q0280,"Мы у 'Л'Этуаль' на Большой Покровской, 23. 2 часа. Ищем красивые места для селфи.",2.0,56.3122457,43.9894971,"Мы у 'Л'Этуаль' на Большой Покровской, 23. 2 часа. Ищем красивые места для селфи.",[]
Q0281,"Старт от ул. Ильинская, 46. 2.5 часа. Расскажи про историю Вознесенской церкви и что посмотреть рядом.",2.5,56.3270017,43.9834169,"Старт от ул. Ильинская, 46. 2.5 часа. Расскажи про историю Вознесенской церкви и что посмотреть рядом.",[]
Q0282,"Я у 'Дома быта' на пл. Горького, 4. 1 час. Куда можно быстро сходить за сувенирами?",1.0,56.3240676,44.0005071,"Я у 'Дома быта' на пл. Горького, 4. 1 час. Куда можно быстро сходить за сувенирами?",[]
Q0283,"Нахожусь на ул. Ульянова, 2. 2 часа. Хочу увидеть старые профессорские дома и узнать их историю.",2.0,56.3270017,43.9834169,"Нахожусь на ул. Ульянова, 2. 2 часа. Хочу увидеть старые профессорские дома и узнать их историю.",[]
Q0284,"Старт от ул. Кожевенная, 2. 1.5 часа. Маршрут по самым старым каменным зданиям города.",1.5,56.3270017,43.9834169,"Старт от ул. Кожевенная, 2. 1.5 часа. Маршрут по самым старым каменным зданиям города.",[]
Q0285,"Я у 'Республики' на пл. Минина, 1. 2 часа. Ищу книжные магазины и литературные кафе.",2.0,56.3240676,44.0005071,"Я у 'Республики' на пл. Минина, 1. 2 часа. Ищу книжные магазины и литературные кафе.","[""coffee""]"
Q0286,"Мы на ул. Родионова, 187 (ТЦ 'Фантастика'). 3 часа. Посоветуй, куда можно съездить на такси, чтобы увидеть что-то красивое и не очень далеко.",3.0,56.3270017,43.9834169,"Мы на ул. Родионова, 187 (ТЦ 'Фантастика'). 3 часа. Посоветуй, куда можно съездить на такси, чтобы увидеть что-то красивое и не очень далеко.",[]
Q0287,"Старт от ул. Варварская, 10А. 1.5 часа. Ищу скрытые дворики и проходные дворы.",1.5,56.3270017,43.9834169,"Старт от ул. Варварская, 10А. 1.5 часа. Ищу скрытые дворики и проходные дворы.",[]
Q0288,"Я у ДК Свердлова на Большой Покровской, 18. 2 часа. Интересует история конструктивизма и советского авангарда.",2.0,56.3122457,43.9894971,"Я у ДК Свердлова на Большой Покровской, 18. 2 часа. Интересует история конструктивизма и советского авангарда.",[]
Q0289,Нахожусь у 'Александровского сада' в начале Верхне-Волжской набережной. 2 часа. Маршрут по самому саду и его окрестностям.,2.0,56.327617,44.024055,Нахожусь у 'Александровского сада' в начале Верхне-Волжской набережной. 2 часа. Маршрут по самому саду и его окрестностям.,"[""park"", ""view""]"
Q0290,"Старт от ул. Семашко, 19. 1.5 часа. Хочу посмотреть на старые корпуса Медакадемии.",1.5,56.3270017,43.9834169,"Старт от ул. Семашко, 19. 1.5 часа. Хочу посмотреть на старые корпуса Медакадемии.",[]
Q0291,"Я у 'Цветы на Покровке', Большая Покровская 15. 1 час. Нужна романтическая прогулка.",1.0,56.3122457,43.9894971,"Я у 'Цветы на Покровке', Большая Покровская 15. 1 час. Нужна романтическая прогулка.","[""park""]"
Q0292,"Мы у 'Спара' на пл. Свободы, 4. 2 часа. Куда пойти гулять после покупки продуктов?",2.0,56.3240676,44.0005071,"Мы у 'Спара' на пл. Свободы, 4. 2 часа. Куда пойти гулять после покупки продуктов?",[]
Q0293,"Старт от ул. Большая Печерская, 11. 2.5 часа. Ищу самые красивые и необычные балконы и эркеры.",2.5,56.325213,44.0144439,"Старт от ул. Большая Печерская, 11. 2.5 часа. Ищу самые красивые и необычные балконы и эркеры.",[]
Q0294,Я у Зачатьевской башни Кремля. 1 час. Какой маршрут внутри Кремля самый быстрый и красивый?,1.0,,,Я у Зачатьевской башни Кремля. 1 час. Какой маршрут внутри Кремля самый быстрый и красивый?,[]
Q0295,"Нахожусь у ул. Гоголя, 19. 2 часа. Хочу найти атмосферные, немного меланхоличные места.",2.0,56.325213,44.0144439,"Нахожусь у ул. Гоголя, 19. 2 часа. Хочу найти атмосферные, немного меланхоличные места.",[]
Q0296,"Старт от пл. Лядова, 1 (Дом Советов). 3 часа. Маршрут по монументальной советской архитектуре.",3.0,56.3240676,44.0005071,"Старт от пл. Лядова, 1 (Дом Советов). 3 часа. Маршрут по монументальной советской архитектуре.",[]
Q0297,"Я у ресторана 'Le Grill' на Рождественской, 23. 2 часа. Посоветуй прогулку для гурмана.",2.0,,,"Я у ресторана 'Le Grill' на Рождественской, 23. 2 часа. Посоветуй прогулку для гурмана.","[""park""]"
Q0298,"Мы у 'Ростелекома' на Казанском шоссе, 11. 3 часа. Есть ли в этом районе что-то стоящее для прогулки?",3.0,,,"Мы у 'Ростелекома' на Казанском шоссе, 11. 3 часа. Есть ли в этом районе что-то стоящее для прогулки?","[""park""]"
Q0299,"Старт от ул. Пискунова, 35. 1.5 часа. Ищу все смотровые площадки с видом на Заречную часть города.",1.5,56.325213,44.0144439,"Старт от ул. Пискунова, 35. 1.5 часа. Ищу все смотровые площадки с видом на Заречную часть города.",[]
Q0300,"Я у Филологического факультета ННГУ на Б. Покровской, 37. 2 часа. Литературный маршрут для филолога.",2.0,56.2151484,43.784585,"Я у Филологического факультета ННГУ на Б. Покровской, 37. 2 часа. Литературный маршрут для филолога.",[]
Q0301,"Старт от ул. Минина, 24/4. 2 часа. Ищу тихие дворики и скверы, где можно посидеть с книгой.",2.0,56.325213,44.0144439,"Старт от ул. Минина, 24/4. 2 часа. Ищу тихие дворики и скверы, где можно посидеть с книгой.","[""park""]"
Q0302,"Я на ул. Белинского, 121, у отеля 'Ибис'. 3 часа. Как лучше дойти до Покровки и что посмотреть по пути?",3.0,56.325213,44.0144439,"Я на ул. Белинского, 121, у отеля 'Ибис'. 3 часа. Как лучше дойти до Покровки и что посмотреть по пути?",[]
Q0303,"Нахожусь на ул. Рождественская, 30. 1 час. Куда можно быстро сходить за хорошим кофе?",1.0,56.325213,44.0144439,"Нахожусь на ул. Рождественская, 30. 1 час. Куда можно быстро сходить за хорошим кофе?","[""coffee""]"
Q0304,"Старт от ул. Большая Печерская, 7. 2 часа. Хочу найти самые интересные образцы модерна в архитектуре.",2.0,56.325213,44.0144439,"Старт от ул. Большая Печерская, 7. 2 часа. Хочу найти самые интересные образцы модерна в архитектуре.","[""architecture""]"
Q0305,Я у кинотеатра 'Романов Синема' в ТРК 'Небо'. 2.5 часа до сеанса. Куда можно сходить погулять в окрестностях пл. Лядова?,2.5,,,Я у кинотеатра 'Романов Синема' в ТРК 'Небо'. 2.5 часа до сеанса. Куда можно сходить погулять в окрестностях пл. Лядова?,[]
Q0306,Мы у памятника Козьме Минину на пл. Минина. 3 часа. Нужен самый полный исторический маршрут по центру.,3.0,56.3240676,44.0005071,Мы у памятника Козьме Минину на пл. Минина. 3 часа. Нужен самый полный исторический маршрут по центру.,[]
Q0307,"Старт от ул. Алексеевская, 15. 1.5 часа. Ищу фотогеничные арки и подворотни.",1.5,56.325213,44.0144439,"Старт от ул. Алексеевская, 15. 1.5 часа. Ищу фотогеничные арки и подворотни.",[]
Q0308,"Я на ул. Ульянова, 5. 2 часа. Интересуюсь историей дворянства в Нижнем. Куда пойти?",2.0,56.325213,44.0144439,"Я на ул. Ульянова, 5. 2 часа. Интересуюсь историей дворянства в Нижнем. Куда пойти?",[]
Q0309,"Нахожусь у Музея речного флота на пл. Маркина, 15А. 2 часа. Хочу увидеть старые пристани и дебаркадеры.",2.0,56.3240676,44.0005071,"Нахожусь у Музея речного флота на пл. Маркина, 15А. 2 часа. Хочу увидеть старые пристани и дебаркадеры.","[""museum""]"
Q0310,"Старт от ул. Ковалихинская, 49. 1 час. Где ближайший парк или большая зеленая зона?",1.0,56.325213,44.0144439,"Старт от ул. Ковалихинская, 49. 1 час. Где ближайший парк или большая зеленая зона?","[""park""]"
Q0311,"Я у 'Детского мира' на пл. Горького. 2 часа. Нужен маршрут, интересный для ребенка 10 лет.",2.0,56.3240676,44.0005071,"Я у 'Детского мира' на пл. Горького. 2 часа. Нужен маршрут, интересный для ребенка 10 лет.",[]
Q0312,"Мы на ул. Ильинская, 68. 2.5 часа. Ищем старые церкви и храмы этого района, но без толп туристов.",2.5,56.325213,44.0144439,"Мы на ул. Ильинская, 68. 2.5 часа. Ищем старые церкви и храмы этого района, но без толп туристов.","[""architecture""]"
Q0313,"Старт от ул. Варварская, 14. 2 часа. Ищу необычные скульптуры и арт-объекты.",2.0,56.325213,44.0144439,"Старт от ул. Варварская, 14. 2 часа. Ищу необычные скульптуры и арт-объекты.",[]
Q0314,Я у здания 'ВолгаТелеком' на пл. Горького. 1.5 часа. Интересует история связи и телеграфа в городе.,1.5,56.3240676,44.0005071,Я у здания 'ВолгаТелеком' на пл. Горького. 1.5 часа. Интересует история связи и телеграфа в городе.,[]
Q0315,"Нахожусь у Музея А.Д. Сахарова на пр. Гагарина, 214. 2 часа. Что еще можно посмотреть в Щербинках?",2.0,56.327184,44.0078071,"Нахожусь у Музея А.Д. Сахарова на пр. Гагарина, 214. 2 часа. Что еще можно посмотреть в Щербинках?","[""museum""]"
Q0316,"Старт от ул. Большая Покровская, 26 (здание Госбанка). 1 час. Что самое красивое можно увидеть в радиусе 500 метров?",1.0,56.325213,44.0144439,"Старт от ул. Большая Покровская, 26 (здание Госбанка). 1 час. Что самое красивое можно увидеть в радиусе 500 метров?","[""architecture""]"
Q0317,"Я у 'Дома Связи' на ул. Максима Горького, 144. 2 часа. Ищу образцы советского модернизма.",2.0,56.325213,44.0144439,"Я у 'Дома Связи' на ул. Максима Горького, 144. 2 часа. Ищу образцы советского модернизма.",[]
Q0318,"Мы на ул. Рождественская, 43. 2 часа. Интересует история нижегородских банков и биржи.",2.0,56.325213,44.0144439,"Мы на ул. Рождественская, 43. 2 часа. Интересует история нижегородских банков и биржи.",[]
Q0319,"Старт от ул. Пискунова, 30. 1.5 часа. Хочу дойти до набережной Федоровского через самые тихие дворы.",1.5,56.325213,44.0144439,"Старт от ул. Пискунова, 30. 1.5 часа. Хочу дойти до набережной Федоровского через самые тихие дворы.","[""park"", ""view""]"
Q0320,"Я у касс 'Аэрофлота' на ул. Нестерова, 9. 2 часа. Посоветуй маршрут, чтобы скоротать время до поездки.",2.0,56.325213,44.0144439,"Я у касс 'Аэрофлота' на ул. Нестерова, 9. 2 часа. Посоветуй маршрут, чтобы скоротать время до поездки.",[]
Q0321,"Нахожусь у 'Дома чекиста' на Малой Покровской, 16. 2 часа. Интересует архитектура конструктивизма.",2.0,56.3122457,43.9894971,"Нахожусь у 'Дома чекиста' на Малой Покровской, 16. 2 часа. Интересует архитектура конструктивизма.",[]
Q0322,"Старт от ул. Грузинская, 23. 1 час. Где можно выпить кофе на открытой веранде?",1.0,56.325213,44.0144439,"Старт от ул. Грузинская, 23. 1 час. Где можно выпить кофе на открытой веранде?","[""coffee""]"
Q0323,"Я у 'Центра международной торговли' на ул. Ковалихинская, 8. 2.5 часа. Нужна прогулка, чтобы 'проветрить голову' после переговоров.",2.5,56.325213,44.0144439,"Я у 'Центра международной торговли' на ул. Ковалихинская, 8. 2.5 часа. Нужна прогулка, чтобы 'проветрить голову' после переговоров.","[""park""]"
Q0324,"Мы у Концертного зала 'Юпитер' на Октябрьской пл., 1. 2 часа. Что посмотреть перед концертом?",2.0,,,"Мы у Концертного зала 'Юпитер' на Октябрьской пл., 1. 2 часа. Что посмотреть перед концертом?",[]
Q0325,"Старт от ул. Большая Печерская, 16. 2 часа. Ищу красивые старинные ворота и калитки.",2.0,56.325213,44.0144439,"Старт от ул. Большая Печерская, 16. 2 часа. Ищу красивые старинные ворота и калитки.",[]
Q0326,"Я у памятника 'Эврика' перед Политехом на ул. Минина, 24. 2 часа. Нужен 'научный' маршрут.",2.0,56.325213,44.0144439,"Я у памятника 'Эврика' перед Политехом на ул. Минина, 24. 2 часа. Нужен 'научный' маршрут.",[]
Q0327,"Нахожусь на ул. Белинского, 38. 2.5 часа. Хочу дойти до парка Кулибина и погулять там.",2.5,56.325213,44.0144439,"Нахожусь на ул. Белинского, 38. 2.5 часа. Хочу дойти до парка Кулибина и погулять там.","[""park""]"
Q0328,"Старт от ул. Ошарская, 36. 1.5 часа. Ищу тихий сквер с фонтаном.",1.5,56.325213,44.0144439,"Старт от ул. Ошарская, 36. 1.5 часа. Ищу тихий сквер с фонтаном.","[""park""]"
Q0329,"Я у Театра Комедии на ул. Грузинская, 23. 2 часа. Посоветуй веселый и легкий маршрут.",2.0,56.325213,44.0144439,"Я у Театра Комедии на ул. Грузинская, 23. 2 часа. Посоветуй веселый и легкий маршрут.",[]
Q0330,"Мы у 'Инвитро' на ул. Максима Горького, 43. 1 час. Куда сходить, чтобы отвлечься?",1.0,56.325213,44.0144439,"Мы у 'Инвитро' на ул. Максима Горького, 43. 1 час. Куда сходить, чтобы отвлечься?",[]
Q0331,"Старт от ул. Ильинская, 125. 2 часа. Есть ли в этом районе что-то интересное, или это уже окраина центра?",2.0,56.325213,44.0144439,"Старт от ул. Ильинская, 125. 2 часа. Есть ли в этом районе что-то интересное, или это уже окраина центра?",[]
Q0332,"Я у 'Евроспара' на ул. Ульянова, 4. 1.5 часа. Куда пойти гулять после покупок?",1.5,56.325213,44.0144439,"Я у 'Евроспара' на ул. Ульянова, 4. 1.5 часа. Куда пойти гулять после покупок?",[]
Q0333,"Нахожусь у 'Центрального' рынка на ул. Чкалова, 4. 3 часа. Можно ли отсюда дойти до центра пешком и что увидеть по пути?",3.0,56.325213,44.0144439,"Нахожусь у 'Центрального' рынка на ул. Чкалова, 4. 3 часа. Можно ли отсюда дойти до центра пешком и что увидеть по пути?",[]
Q0334,"Старт от ул. Пожарского, 18. 2 часа. Хочу увидеть все главные достопримечательности на пл. Минина и рядом.",2.0,56.325213,44.0144439,"Старт от ул. Пожарского, 18. 2 часа. Хочу увидеть все главные достопримечательности на пл. Минина и рядом.",[]
Q0335,"Я у Музея фотографии на ул. Пискунова, 9А. 2 часа. Нужен маршрут для фотографа с интересными текстурами и светом.",2.0,56.325213,44.0144439,"Я у Музея фотографии на ул. Пискунова, 9А. 2 часа. Нужен маршрут для фотографа с интересными текстурами и светом.","[""museum""]"
Q0336,"Мы у 'Бристоля' на ул. Большая Покровская, 52. 1 час. Где ближайшее место с хорошим видом?",1.0,56.325213,44.0144439,"Мы у 'Бристоля' на ул. Большая Покровская, 52. 1 час. Где ближайшее место с хорошим видом?",[]
Q0337,"Старт от ул. Семашко, 1А (Александровский сад). 2.5 часа. Полный маршрут по набережной до Чкаловской лестницы.",2.5,56.325213,44.0144439,"Старт от ул. Семашко, 1А (Александровский сад). 2.5 часа. Полный маршрут по набережной до Чкаловской лестницы.","[""park"", ""view""]"
Q-338,"Я у 'Газпромбанка' на ул. Максима Горького, 65. 2 часа. Ищу дорогие бутики и рестораны.",2.0,56.325213,44.0144439,"Я у 'Газпромбанка' на ул. Максима Горького, 65. 2 часа. Ищу дорогие бутики и рестораны.",[]
